Epoch= 0, Episode= 0, Minibatch Loss= 80.598145, Training Accuracy= 0.12000
Epoch= 0, Episode= 1, Minibatch Loss= 60.547844, Training Accuracy= 0.36000
Epoch= 0, Episode= 2, Minibatch Loss= 67.872932, Training Accuracy= 0.18000
Epoch= 0, Episode= 3, Minibatch Loss= 67.665634, Training Accuracy= 0.28000
Epoch= 0, Episode= 4, Minibatch Loss= 72.312584, Training Accuracy= 0.22000
Epoch= 0, Episode= 5, Minibatch Loss= 74.290901, Training Accuracy= 0.22000
Epoch= 0, Episode= 6, Minibatch Loss= 64.466064, Training Accuracy= 0.32000
Epoch= 0, Episode= 7, Minibatch Loss= 65.360992, Training Accuracy= 0.30000
Epoch= 0, Episode= 8, Minibatch Loss= 75.045219, Training Accuracy= 0.20000
Epoch= 0, Episode= 9, Minibatch Loss= 67.855232, Training Accuracy= 0.28000
Epoch= 0, Episode= 10, Minibatch Loss= 75.627487, Training Accuracy= 0.16000
Epoch= 0, Episode= 11, Minibatch Loss= 68.540985, Training Accuracy= 0.26000
Epoch= 0, Episode= 12, Minibatch Loss= 65.169830, Training Accuracy= 0.30000
Epoch= 0, Episode= 13, Minibatch Loss= 62.014812, Training Accuracy= 0.36000
Epoch= 0, Episode= 14, Minibatch Loss= 67.999481, Training Accuracy= 0.28000
Epoch= 0, Episode= 15, Minibatch Loss= 71.504440, Training Accuracy= 0.24000
Epoch= 0, Episode= 16, Minibatch Loss= 67.830582, Training Accuracy= 0.26000
Epoch= 0, Episode= 17, Minibatch Loss= 58.197418, Training Accuracy= 0.38000
Epoch= 0, Episode= 18, Minibatch Loss= 64.116638, Training Accuracy= 0.32000
Epoch= 0, Episode= 19, Minibatch Loss= 62.742985, Training Accuracy= 0.34000
Epoch= 0, Episode= 20, Minibatch Loss= 73.253738, Training Accuracy= 0.22000
Epoch= 0, Episode= 21, Minibatch Loss= 67.233307, Training Accuracy= 0.26000
Epoch= 0, Episode= 22, Minibatch Loss= 61.154118, Training Accuracy= 0.32000
Epoch= 0, Episode= 23, Minibatch Loss= 60.437984, Training Accuracy= 0.34000
Epoch= 0, Episode= 24, Minibatch Loss= 67.563026, Training Accuracy= 0.28000
Epoch= 0, Episode= 25, Minibatch Loss= 59.669987, Training Accuracy= 0.32000
Epoch= 0, Episode= 26, Minibatch Loss= 61.542740, Training Accuracy= 0.34000
Epoch= 0, Episode= 27, Minibatch Loss= 65.443390, Training Accuracy= 0.32000
Epoch= 0, Episode= 28, Minibatch Loss= 71.394447, Training Accuracy= 0.24000
Epoch= 0, Episode= 29, Minibatch Loss= 70.175705, Training Accuracy= 0.26000
Epoch= 0, Episode= 30, Minibatch Loss= 53.112717, Training Accuracy= 0.38000
Epoch= 0, Episode= 31, Minibatch Loss= 69.526451, Training Accuracy= 0.26000
Epoch= 0, Episode= 32, Minibatch Loss= 66.755920, Training Accuracy= 0.28000
Epoch= 0, Episode= 33, Minibatch Loss= 62.228416, Training Accuracy= 0.34000
Epoch= 0, Episode= 34, Minibatch Loss= 57.629036, Training Accuracy= 0.38000
Epoch= 0, Episode= 35, Minibatch Loss= 62.560966, Training Accuracy= 0.32000
Epoch= 0, Episode= 36, Minibatch Loss= 66.473236, Training Accuracy= 0.30000
Epoch= 0, Episode= 37, Minibatch Loss= 54.832390, Training Accuracy= 0.42000
Epoch= 0, Episode= 38, Minibatch Loss= 64.299805, Training Accuracy= 0.30000
Epoch= 0, Episode= 39, Minibatch Loss= 63.870216, Training Accuracy= 0.32000
Epoch= 0, Episode= 40, Minibatch Loss= 70.267014, Training Accuracy= 0.22000
Epoch= 0, Episode= 41, Minibatch Loss= 60.862846, Training Accuracy= 0.34000
Epoch= 0, Episode= 42, Minibatch Loss= 65.486992, Training Accuracy= 0.30000
Epoch= 0, Episode= 43, Minibatch Loss= 58.591415, Training Accuracy= 0.38000
Epoch= 0, Episode= 44, Minibatch Loss= 60.770306, Training Accuracy= 0.34000
Epoch= 0, Episode= 45, Minibatch Loss= 58.320984, Training Accuracy= 0.40000
Epoch= 0, Episode= 46, Minibatch Loss= 53.610741, Training Accuracy= 0.44000
Epoch= 0, Episode= 47, Minibatch Loss= 67.256973, Training Accuracy= 0.26000
Epoch= 0, Episode= 48, Minibatch Loss= 75.688477, Training Accuracy= 0.18000
Epoch= 0, Episode= 49, Minibatch Loss= 66.688522, Training Accuracy= 0.30000
Testing Accuracy 0: 0.28
Epoch= 1, Episode= 0, Minibatch Loss= 55.745766, Training Accuracy= 0.42000
Epoch= 1, Episode= 1, Minibatch Loss= 66.433517, Training Accuracy= 0.28000
Epoch= 1, Episode= 2, Minibatch Loss= 56.128754, Training Accuracy= 0.40000
Epoch= 1, Episode= 3, Minibatch Loss= 55.980442, Training Accuracy= 0.40000
Epoch= 1, Episode= 4, Minibatch Loss= 51.420792, Training Accuracy= 0.44000
Epoch= 1, Episode= 5, Minibatch Loss= 70.656425, Training Accuracy= 0.24000
Epoch= 1, Episode= 6, Minibatch Loss= 68.707993, Training Accuracy= 0.26000
Epoch= 1, Episode= 7, Minibatch Loss= 63.512642, Training Accuracy= 0.32000
Epoch= 1, Episode= 8, Minibatch Loss= 55.294132, Training Accuracy= 0.40000
Epoch= 1, Episode= 9, Minibatch Loss= 63.315136, Training Accuracy= 0.34000
Epoch= 1, Episode= 10, Minibatch Loss= 67.646118, Training Accuracy= 0.26000
Epoch= 1, Episode= 11, Minibatch Loss= 64.403717, Training Accuracy= 0.28000
Epoch= 1, Episode= 12, Minibatch Loss= 68.193802, Training Accuracy= 0.24000
Epoch= 1, Episode= 13, Minibatch Loss= 64.291039, Training Accuracy= 0.30000
Epoch= 1, Episode= 14, Minibatch Loss= 68.740173, Training Accuracy= 0.26000
Epoch= 1, Episode= 15, Minibatch Loss= 69.661324, Training Accuracy= 0.24000
Epoch= 1, Episode= 16, Minibatch Loss= 62.987316, Training Accuracy= 0.32000
Epoch= 1, Episode= 17, Minibatch Loss= 58.252781, Training Accuracy= 0.34000
Epoch= 1, Episode= 18, Minibatch Loss= 69.922333, Training Accuracy= 0.26000
Epoch= 1, Episode= 19, Minibatch Loss= 65.238556, Training Accuracy= 0.30000
Epoch= 1, Episode= 20, Minibatch Loss= 59.038658, Training Accuracy= 0.36000
Epoch= 1, Episode= 21, Minibatch Loss= 52.057976, Training Accuracy= 0.44000
Epoch= 1, Episode= 22, Minibatch Loss= 54.331444, Training Accuracy= 0.42000
Epoch= 1, Episode= 23, Minibatch Loss= 60.942307, Training Accuracy= 0.36000
Epoch= 1, Episode= 24, Minibatch Loss= 72.343056, Training Accuracy= 0.22000
Epoch= 1, Episode= 25, Minibatch Loss= 51.719753, Training Accuracy= 0.44000
Epoch= 1, Episode= 26, Minibatch Loss= 64.302490, Training Accuracy= 0.28000
Epoch= 1, Episode= 27, Minibatch Loss= 65.833389, Training Accuracy= 0.30000
Epoch= 1, Episode= 28, Minibatch Loss= 62.788479, Training Accuracy= 0.32000
Epoch= 1, Episode= 29, Minibatch Loss= 52.526558, Training Accuracy= 0.40000
Epoch= 1, Episode= 30, Minibatch Loss= 58.001450, Training Accuracy= 0.40000
Epoch= 1, Episode= 31, Minibatch Loss= 72.424759, Training Accuracy= 0.24000
Epoch= 1, Episode= 32, Minibatch Loss= 61.670166, Training Accuracy= 0.34000
Epoch= 1, Episode= 33, Minibatch Loss= 61.252869, Training Accuracy= 0.32000
Epoch= 1, Episode= 34, Minibatch Loss= 55.118225, Training Accuracy= 0.40000
Epoch= 1, Episode= 35, Minibatch Loss= 62.751091, Training Accuracy= 0.32000
Epoch= 1, Episode= 36, Minibatch Loss= 58.404099, Training Accuracy= 0.38000
Epoch= 1, Episode= 37, Minibatch Loss= 66.391434, Training Accuracy= 0.26000
Epoch= 1, Episode= 38, Minibatch Loss= 68.355453, Training Accuracy= 0.24000
Epoch= 1, Episode= 39, Minibatch Loss= 55.134300, Training Accuracy= 0.40000
Epoch= 1, Episode= 40, Minibatch Loss= 69.162079, Training Accuracy= 0.26000
Epoch= 1, Episode= 41, Minibatch Loss= 63.940048, Training Accuracy= 0.28000
Epoch= 1, Episode= 42, Minibatch Loss= 62.118603, Training Accuracy= 0.32000
Epoch= 1, Episode= 43, Minibatch Loss= 49.586235, Training Accuracy= 0.46000
Epoch= 1, Episode= 44, Minibatch Loss= 56.434879, Training Accuracy= 0.40000
Epoch= 1, Episode= 45, Minibatch Loss= 67.707115, Training Accuracy= 0.26000
Epoch= 1, Episode= 46, Minibatch Loss= 65.134209, Training Accuracy= 0.28000
Epoch= 1, Episode= 47, Minibatch Loss= 57.856056, Training Accuracy= 0.38000
Epoch= 1, Episode= 48, Minibatch Loss= 54.297737, Training Accuracy= 0.42000
Epoch= 1, Episode= 49, Minibatch Loss= 55.055832, Training Accuracy= 0.40000
Testing Accuracy 1: 0.38
Epoch= 2, Episode= 0, Minibatch Loss= 55.654606, Training Accuracy= 0.38000
Epoch= 2, Episode= 1, Minibatch Loss= 56.790791, Training Accuracy= 0.40000
Epoch= 2, Episode= 2, Minibatch Loss= 57.827934, Training Accuracy= 0.40000
Epoch= 2, Episode= 3, Minibatch Loss= 68.393890, Training Accuracy= 0.26000
Epoch= 2, Episode= 4, Minibatch Loss= 55.285294, Training Accuracy= 0.38000
Epoch= 2, Episode= 5, Minibatch Loss= 60.410809, Training Accuracy= 0.34000
Epoch= 2, Episode= 6, Minibatch Loss= 68.582245, Training Accuracy= 0.24000
Epoch= 2, Episode= 7, Minibatch Loss= 68.945442, Training Accuracy= 0.26000
Epoch= 2, Episode= 8, Minibatch Loss= 60.026623, Training Accuracy= 0.34000
Epoch= 2, Episode= 9, Minibatch Loss= 65.913712, Training Accuracy= 0.30000
Epoch= 2, Episode= 10, Minibatch Loss= 70.865906, Training Accuracy= 0.24000
Epoch= 2, Episode= 11, Minibatch Loss= 67.666489, Training Accuracy= 0.28000
